guest_id,event_timestamp,from_zone,to_zone,ride_name,ride_category,posted_wait_min,actual_wait_min,ride_duration_min,crowd_level,temperature_f,weather,festival,party_size,ticket_type,fun_score,frustration_score
24134,2025-09-10 18:30:58,World Showcase Morocco,World Showcase Japan,,,,,,3.5,74.6,clear,Food & Wine,5,standard,4.0,3.75
3116,2025-01-30 13:11:21,World Showcase Norway,World Showcase China,,,,,,3.7,76.9,clear,Festival of the Arts,3,annual_pass,4.88,4.41
17515,2025-06-22 16:25:17,World Showcase China,World Showcase Norway,,,,,,2.5,91.5,storm,none,3,standard,5.07,2.93
21357,2025-07-30 14:26:47,World Celebration,World Showcase American Adventure,Test Track,Thrill,29.5,24.6,10.4,1.9,90.9,storm,Food & Wine,6,standard,10.0,2.04
11412,2025-05-01 16:08:51,World Showcase Canada,World Nature,Mission: SPACE,Thrill,15.5,12.2,9.6,1.4,77.8,clear,Flower & Garden,3,annual_pass,9.85,1.35
23195,2025-09-03 20:20:37,World Showcase Germany,World Showcase Italy,,,,,,1.1,86.7,storm,Food & Wine,6,standard,6.13,2.09
9701,2025-04-13 12:51:47,World Showcase Canada,World Showcase United Kingdom,Frozen Ever After,Family,38.0,37.0,13.2,3.4,82.0,light_rain,Flower & Garden,4,standard,8.41,1.99
14615,2025-06-06 19:41:19,World Showcase Japan,World Showcase American Adventure,The Seas with Nemo & Friends,Family,10.5,10.0,9.6,1.7,85.9,cloudy,none,6,standard,8.42,1.0
4228,2025-02-04 17:27:55,World Discovery,World Showcase United Kingdom,,,,,,1.9,66.1,clear,Festival of the Arts,2,park_hopper,5.7,3.81
1298,2025-01-21 15:39:30,World Showcase Norway,World Showcase China,,,,,,1.4,60.0,light_rain,Festival of the Arts,4,park_hopper,6.42,2.97
21553,2025-08-03 16:39:33,World Showcase Italy,World Showcase American Adventure,Soarin' Around the World,Family,57.8,60.6,12.7,5.2,84.3,cloudy,Food & Wine,5,standard,8.18,5.29
588,2025-01-19 11:19:00,Entrance,World Nature,,,,,,5.5,66.2,clear,Festival of the Arts,3,annual_pass,4.9,2.41
9586,2025-04-11 11:41:05,World Showcase Germany,World Showcase Italy,The Seas with Nemo & Friends,Family,13.1,11.4,9.1,2.1,83.9,clear,Flower & Garden,6,standard,8.39,1.26
7165,2025-03-07 13:20:30,World Showcase United Kingdom,World Showcase American Adventure,Soarin' Around the World,Family,34.7,30.3,13.4,2.8,65.9,clear,Flower & Garden,6,standard,8.4,2.92
25646,2025-10-07 10:00:00,World Celebration,Entrance,,,,,,3.7,73.7,clear,Food & Wine,3,standard,5.31,4.02
4540,2025-02-07 13:52:06,World Showcase Canada,World Showcase United Kingdom,,,,,,3.7,64.8,clear,Festival of the Arts,2,standard,6.01,3.34
7702,2025-03-11 10:37:00,World Nature,World Showcase Canada,,,,,,1.0,83.6,cloudy,Flower & Garden,5,park_hopper,6.86,5.47
17188,2025-06-21 12:26:41,World Discovery,World Showcase American Adventure,Guardians of the Galaxy: Cosmic Rewind,Thrill,88.2,80.4,11.8,4.2,80.1,light_rain,none,4,standard,10.0,5.25
7280,2025-03-07 13:39:51,World Discovery,World Showcase American Adventure,Frozen Ever After,Family,45.3,39.4,9.5,2.9,65.9,clear,Flower & Garden,2,standard,9.38,2.31
20955,2025-07-24 09:18:00,Entrance,World Nature,Living with the Land,Family,13.7,11.2,17.5,1.5,87.7,clear,none,1,annual_pass,8.15,1.0
4515,2025-02-07 14:15:54,World Showcase Morocco,World Showcase France,Mission: SPACE,Thrill,24.1,22.5,12.4,3.7,64.8,clear,Festival of the Arts,4,park_hopper,7.04,1.39
5654,2025-02-14 10:01:00,Entrance,World Showcase Mexico,Frozen Ever After,Family,49.2,49.6,13.4,1.8,68.1,clear,Festival of the Arts,4,standard,7.17,2.48
13018,2025-05-17 11:57:41,World Nature,Entrance,Journey Into Imagination with Figment,Family,6.9,6.2,14.1,1.2,70.1,storm,Flower & Garden,5,standard,8.22,1.0
8014,2025-03-16 16:55:51,World Nature,World Celebration,Soarin' Around the World,Family,41.0,30.3,15.9,2.3,79.2,clear,Flower & Garden,5,park_hopper,8.97,2.25
17071,2025-06-21 10:58:22,World Celebration,World Showcase American Adventure,The American Adventure,Slow,5.0,2.9,7.2,3.1,80.1,light_rain,none,4,park_hopper,8.64,1.0
11725,2025-05-02 15:47:38,World Celebration,World Showcase American Adventure,Remy's Ratatouille Adventure,Family,60.8,51.0,15.3,2.5,81.6,clear,Flower & Garden,5,standard,9.59,2.82
1229,2025-01-21 18:36:01,World Discovery,World Celebration,Guardians of the Galaxy: Cosmic Rewind,Thrill,36.8,41.4,11.3,1.9,60.0,light_rain,Festival of the Arts,2,park_hopper,9.26,3.38
7816,2025-03-11 17:11:37,World Showcase Japan,World Showcase American Adventure,Soarin' Around the World,Family,29.1,22.7,17.2,1.9,83.6,cloudy,Flower & Garden,6,standard,10.0,1.0
18566,2025-06-30 10:19:16,World Showcase American Adventure,World Showcase Japan,,,,,,2.6,84.5,clear,none,6,standard,6.12,4.05
7686,2025-03-11 14:22:21,World Nature,World Showcase Canada,Soarin' Around the World,Family,79.4,72.0,7.9,4.5,83.6,cloudy,Flower & Garden,4,park_hopper,10.0,4.8
10221,2025-04-15 17:13:33,World Showcase Italy,World Showcase Germany,,,,,,2.2,75.7,clear,Flower & Garden,4,park_hopper,7.5,1.0
6565,2025-02-22 10:20:07,Entrance,World Nature,,,,,,3.1,58.8,cloudy,Festival of the Arts,4,standard,4.39,4.32
8092,2025-03-16 15:19:26,World Discovery,World Showcase Morocco,Mission: SPACE,Thrill,22.5,20.4,19.2,3.2,79.2,clear,Flower & Garden,5,standard,8.11,1.0
25988,2025-10-08 12:56:00,World Discovery,Entrance,,,,,,5.1,70.8,cloudy,Food & Wine,3,park_hopper,4.49,4.08
20363,2025-07-20 11:40:25,Entrance,World Nature,,,,,,3.8,92.0,cloudy,none,3,standard,7.33,1.76
19190,2025-07-10 11:53:28,World Showcase Morocco,World Discovery,,,,,,2.8,76.6,cloudy,none,5,standard,4.31,4.45
1057,2025-01-20 12:03:17,World Discovery,Entrance,,,,,,4.3,67.2,cloudy,Festival of the Arts,5,park_hopper,7.17,3.56
26532,2025-10-14 10:29:58,World Showcase American Adventure,World Showcase Japan,,,,,,3.4,72.6,cloudy,Food & Wine,5,standard,6.14,3.4
8422,2025-03-17 10:20:00,World Showcase China,World Showcase Germany,,,,,,1.0,60.2,clear,Flower & Garden,2,standard,4.03,3.01
25927,2025-10-08 18:32:49,Entrance,World Nature,Frozen Ever After,Family,49.3,55.2,5.4,2.7,70.8,cloudy,Food & Wine,5,standard,8.5,3.17
15327,2025-06-10 15:07:29,World Showcase Italy,World Showcase Germany,,,,,,3.1,70.2,cloudy,none,1,annual_pass,9.2,2.48
14646,2025-06-06 14:34:54,World Showcase Italy,World Showcase American Adventure,,,,,,2.9,85.9,cloudy,none,4,standard,7.18,2.53
12663,2025-05-13 13:17:01,Entrance,World Discovery,,,,,,2.3,60.0,light_rain,Flower & Garden,2,standard,4.57,5.4
23068,2025-08-31 18:37:11,World Showcase Germany,World Showcase Italy,,,,,,3.6,61.5,cloudy,Food & Wine,4,standard,5.4,2.18
10000,2025-04-14 09:10:00,Entrance,World Nature,The American Adventure,Slow,5.0,2.2,13.5,2.0,81.2,clear,Flower & Garden,4,standard,6.08,1.0
20428,2025-07-20 10:14:00,Entrance,World Discovery,,,,,,2.4,92.0,cloudy,none,4,standard,6.47,2.95
161,2025-01-17 11:16:00,Entrance,World Nature,,,,,,3.7,57.0,clear,Festival of the Arts,2,annual_pass,6.2,1.62
6736,2025-02-22 13:07:00,World Showcase Italy,World Showcase American Adventure,,,,,,6.5,58.8,cloudy,Festival of the Arts,2,standard,5.17,3.86
17251,2025-06-21 16:48:57,World Celebration,World Showcase American Adventure,Soarin' Around the World,Family,35.5,37.2,15.8,3.3,80.1,light_rain,none,4,standard,10.0,3.34
19940,2025-07-15 16:02:01,World Showcase France,World Showcase Morocco,The American Adventure,Slow,5.0,2.6,12.8,2.2,74.6,cloudy,none,2,annual_pass,8.57,1.07
10776,2025-04-23 14:09:48,World Showcase Norway,World Showcase Mexico,,,,,,1.1,64.1,clear,Flower & Garden,4,standard,3.89,2.48
7181,2025-03-07 15:29:57,World Showcase American Adventure,World Showcase Italy,,,,,,2.5,65.9,clear,Flower & Garden,6,standard,5.79,2.45
23073,2025-08-31 11:34:00,World Nature,World Showcase Italy,Guardians of the Galaxy: Cosmic Rewind,Thrill,84.7,97.4,12.1,7.0,61.5,cloudy,Food & Wine,3,standard,8.69,8.25
7807,2025-03-11 20:23:33,World Showcase Canada,World Showcase United Kingdom,Remy's Ratatouille Adventure,Family,32.9,27.2,7.1,1.0,83.6,cloudy,Flower & Garden,6,standard,8.18,1.73
19049,2025-07-10 18:56:49,Entrance,World Nature,Beauty and the Beast Sing-Along,Slow,5.0,1.7,12.1,2.1,76.6,cloudy,none,4,park_hopper,6.02,1.0
18737,2025-07-04 16:25:03,World Nature,World Showcase Canada,Soarin' Around the World,Family,46.6,38.1,10.4,2.4,98.0,light_rain,none,2,standard,8.1,1.0
13507,2025-05-24 14:59:03,World Celebration,World Showcase American Adventure,Beauty and the Beast Sing-Along,Slow,5.0,2.4,12.0,3.8,68.9,clear,Flower & Garden,5,standard,5.25,1.1
387,2025-01-18 11:30:00,World Showcase Italy,Entrance,,,,,,5.3,55.0,clear,Festival of the Arts,6,standard,3.27,2.47
17500,2025-06-22 18:19:14,World Discovery,Entrance,,,,,,1.8,91.5,storm,none,3,park_hopper,4.39,3.01
26485,2025-10-14 16:22:10,World Showcase United Kingdom,World Showcase Canada,,,,,,4.6,72.6,cloudy,Food & Wine,2,standard,5.69,2.1
27399,2025-11-09 16:57:57,World Showcase United Kingdom,World Showcase France,Frozen Ever After,Family,75.0,65.1,8.0,5.7,95.0,clear,Food & Wine,3,park_hopper,7.83,5.35
855,2025-01-19 11:11:48,World Nature,World Celebration,Soarin' Around the World,Family,34.9,28.0,12.5,3.3,66.2,clear,Festival of the Arts,6,standard,10.0,1.92
7649,2025-03-08 20:31:18,World Showcase Morocco,World Showcase Japan,,,,,,1.0,69.6,clear,Flower & Garden,5,standard,5.62,4.99
21795,2025-08-10 09:20:00,Entrance,World Discovery,,,,,,2.6,73.5,storm,Food & Wine,6,standard,6.8,3.79
14797,2025-06-08 09:35:00,World Discovery,World Showcase American Adventure,Beauty and the Beast Sing-Along,Slow,5.0,1.7,12.9,1.8,81.1,clear,none,2,standard,6.51,1.0
12566,2025-05-12 15:05:29,World Showcase United Kingdom,World Showcase Canada,,,,,,1.0,66.9,storm,Flower & Garden,2,annual_pass,5.75,2.13
2394,2025-01-26 14:03:33,World Showcase American Adventure,World Showcase Japan,Mission: SPACE,Thrill,53.0,56.6,9.2,7.2,73.1,clear,Festival of the Arts,5,standard,7.69,6.44
13750,2025-05-31 11:11:40,World Showcase Italy,World Showcase Germany,,,,,,3.7,68.1,clear,Flower & Garden,5,standard,6.62,4.81
5006,2025-02-08 11:29:00,World Showcase France,World Showcase Italy,Guardians of the Galaxy: Cosmic Rewind,Thrill,59.7,58.3,16.7,4.2,55.0,clear,Festival of the Arts,3,annual_pass,10.0,5.4
24608,2025-09-18 15:46:51,World Celebration,World Showcase American Adventure,Journey Into Imagination with Figment,Family,7.1,6.7,12.8,4.5,67.7,clear,Food & Wine,3,park_hopper,5.93,1.0
21818,2025-08-10 16:17:39,World Showcase China,World Showcase Germany,,,,,,3.3,73.5,storm,Food & Wine,3,park_hopper,6.01,3.66
8239,2025-03-17 16:33:22,World Showcase American Adventure,World Showcase Japan,,,,,,2.2,60.2,clear,Flower & Garden,5,standard,7.41,5.16
10021,2025-04-14 09:37:56,World Nature,World Celebration,,,,,,1.0,81.2,clear,Flower & Garden,2,annual_pass,6.16,1.09
20698,2025-07-23 10:23:00,Entrance,World Nature,Journey Into Imagination with Figment,Family,8.4,6.5,15.3,2.1,87.6,clear,none,4,standard,6.06,1.0
14583,2025-06-06 09:27:00,Entrance,World Discovery,,,,,,1.0,85.9,cloudy,none,5,standard,5.5,2.99
21253,2025-07-30 15:12:40,World Showcase Norway,World Showcase China,Remy's Ratatouille Adventure,Family,44.9,47.6,13.9,3.7,90.9,storm,Food & Wine,5,park_hopper,8.02,3.85
4391,2025-02-04 16:59:52,World Showcase France,World Nature,,,,,,1.6,66.1,clear,Festival of the Arts,1,annual_pass,5.53,5.58
22606,2025-08-17 13:26:41,World Discovery,World Showcase Canada,,,,,,8.8,83.0,cloudy,Food & Wine,3,standard,3.91,3.85
6159,2025-02-17 12:01:02,World Showcase Italy,World Showcase Germany,Frozen Ever After,Family,35.2,33.1,12.4,4.3,74.4,cloudy,Festival of the Arts,3,annual_pass,8.1,3.74
33,2025-01-17 14:41:54,World Showcase China,World Showcase Norway,Journey Into Imagination with Figment,Family,19.1,18.2,12.8,4.4,57.0,clear,Festival of the Arts,6,standard,6.27,2.25
18749,2025-07-04 20:04:46,World Nature,World Showcase Canada,,,,,,1.8,98.0,light_rain,none,5,standard,5.62,2.74
2016,2025-01-25 15:21:55,World Showcase Canada,World Showcase United Kingdom,,,,,,5.7,55.0,cloudy,Festival of the Arts,6,standard,5.38,2.0
27709,2025-11-14 14:51:14,World Showcase Mexico,World Showcase Norway,Gran Fiesta Tour,Family,5.9,6.0,16.6,4.1,75.7,light_rain,Food & Wine,3,standard,6.46,1.0
23404,2025-09-03 17:22:00,Entrance,World Nature,Gran Fiesta Tour,Family,5.4,5.1,7.6,2.0,86.7,storm,Food & Wine,5,park_hopper,7.1,1.0
4274,2025-02-04 19:21:21,World Discovery,World Showcase American Adventure,,,,,,1.6,66.1,clear,Festival of the Arts,2,standard,6.54,2.33
913,2025-01-20 12:23:00,World Discovery,Entrance,,,,,,3.9,67.2,cloudy,Festival of the Arts,2,standard,7.88,3.16
16626,2025-06-19 14:18:17,World Discovery,Entrance,,,,,,2.4,87.2,light_rain,none,6,standard,7.13,1.0
20583,2025-07-23 15:00:34,World Showcase Germany,World Showcase Italy,,,,,,3.4,87.6,clear,none,6,standard,7.1,4.0
1374,2025-01-21 13:40:13,World Showcase Mexico,World Showcase Norway,,,,,,3.2,60.0,light_rain,Festival of the Arts,5,standard,7.15,3.1
24800,2025-09-19 14:20:46,World Showcase American Adventure,World Discovery,Guardians of the Galaxy: Cosmic Rewind,Thrill,62.6,57.9,11.3,6.2,72.1,cloudy,Food & Wine,2,annual_pass,8.68,4.98
27240,2025-11-05 20:06:42,World Discovery,World Showcase American Adventure,,,,,,1.0,78.5,light_rain,Food & Wine,5,park_hopper,3.77,3.27
11736,2025-05-02 18:29:18,World Showcase Morocco,World Showcase Japan,,,,,,1.6,81.6,clear,Flower & Garden,2,standard,8.24,3.43
10287,2025-04-15 15:56:21,World Showcase Japan,World Showcase Morocco,,,,,,1.2,75.7,clear,Flower & Garden,3,park_hopper,8.43,2.9
23613,2025-09-06 20:29:45,World Showcase China,World Showcase France,,,,,,5.7,77.4,clear,Food & Wine,5,standard,5.02,4.36
20017,2025-07-15 11:41:47,World Nature,World Showcase Canada,,,,,,3.4,74.6,cloudy,none,1,annual_pass,5.24,1.96
14085,2025-06-02 16:05:01,World Showcase American Adventure,Entrance,,,,,,2.1,83.1,cloudy,none,5,standard,7.61,3.94
2763,2025-01-28 15:17:31,World Showcase American Adventure,World Showcase Morocco,,,,,,2.6,55.0,light_rain,Festival of the Arts,4,standard,9.27,5.2
8361,2025-03-17 14:41:58,World Celebration,World Showcase American Adventure,Remy's Ratatouille Adventure,Family,63.2,51.9,10.1,3.2,60.2,clear,Flower & Garden,4,standard,9.19,4.33
24945,2025-09-19 10:10:00,Entrance,World Nature,Frozen Ever After,Family,53.4,54.4,8.3,3.4,72.1,cloudy,Food & Wine,5,park_hopper,9.83,3.66
24968,2025-09-19 16:27:09,World Showcase France,World Showcase United Kingdom,,,,,,3.9,72.1,cloudy,Food & Wine,2,standard,6.13,3.65
13683,2025-05-31 12:32:05,World Discovery,World Showcase American Adventure,,,,,,3.1,68.1,clear,Flower & Garden,4,standard,5.35,3.24
9474,2025-04-11 15:12:28,World Showcase Germany,World Showcase China,Test Track,Thrill,31.7,29.0,13.2,2.9,83.9,clear,Flower & Garden,6,standard,8.6,3.29
4107,2025-02-03 14:38:32,World Showcase American Adventure,World Discovery,,,,,,2.6,65.3,light_rain,Festival of the Arts,1,annual_pass,7.72,2.03
19732,2025-07-14 19:47:40,World Showcase Mexico,World Showcase Morocco,,,,,,1.1,83.8,storm,none,2,standard,5.2,4.04
11227,2025-04-28 17:08:43,World Showcase Italy,World Showcase American Adventure,Journey Into Imagination with Figment,Family,5.0,4.6,8.7,1.0,77.6,storm,Flower & Garden,3,standard,7.15,1.0
21235,2025-07-30 11:39:08,World Discovery,World Showcase American Adventure,,,,,,2.1,90.9,storm,Food & Wine,3,park_hopper,6.42,4.4
4778,2025-02-08 13:35:10,World Discovery,Entrance,,,,,,5.8,55.0,clear,Festival of the Arts,5,standard,4.77,3.35
27303,2025-11-05 10:20:03,World Showcase Mexico,World Celebration,Guardians of the Galaxy: Cosmic Rewind,Thrill,61.3,55.4,10.8,3.0,78.5,light_rain,Food & Wine,3,standard,8.47,3.22
3218,2025-01-31 09:11:00,Entrance,World Discovery,,,,,,3.0,64.7,cloudy,Festival of the Arts,6,standard,5.25,4.34
19907,2025-07-14 14:19:37,Entrance,World Nature,,,,,,1.6,83.8,storm,none,2,standard,5.6,3.45
25158,2025-09-20 11:31:00,World Showcase Germany,World Showcase China,,,,,,7.6,82.0,cloudy,Food & Wine,2,park_hopper,5.03,3.34
15174,2025-06-09 12:46:25,World Showcase China,World Showcase Germany,Gran Fiesta Tour,Family,5.0,4.5,14.7,1.0,89.9,storm,none,4,standard,5.84,1.0
13757,2025-05-31 13:46:37,World Showcase Japan,World Showcase Morocco,,,,,,4.2,68.1,clear,Flower & Garden,3,standard,5.9,4.68
15580,2025-06-10 19:59:50,World Showcase Italy,World Showcase Mexico,,,,,,2.7,70.2,cloudy,none,3,annual_pass,7.07,4.34
6956,2025-02-24 18:06:23,World Showcase American Adventure,World Showcase Japan,,,,,,1.6,59.0,storm,Festival of the Arts,2,park_hopper,5.92,3.38
7576,2025-03-08 09:38:00,World Nature,World Celebration,,,,,,2.5,69.6,clear,Flower & Garden,5,standard,6.41,3.17
4875,2025-02-08 16:45:18,World Discovery,World Showcase American Adventure,Remy's Ratatouille Adventure,Family,63.4,52.3,9.8,5.1,55.0,clear,Festival of the Arts,6,standard,6.7,3.0
23000,2025-08-31 20:19:57,World Showcase China,World Showcase Norway,,,,,,5.7,61.5,cloudy,Food & Wine,2,standard,5.05,2.92
17715,2025-06-23 16:38:16,World Showcase France,World Showcase Morocco,,,,,,2.3,80.7,clear,none,4,standard,5.77,5.88
27626,2025-11-14 18:48:42,World Discovery,World Showcase American Adventure,The Seas with Nemo & Friends,Family,18.6,16.2,14.6,3.9,75.7,light_rain,Food & Wine,6,standard,7.53,1.0
11847,2025-05-05 13:49:00,World Showcase Germany,World Showcase Italy,,,,,,1.2,82.3,storm,Flower & Garden,3,annual_pass,5.04,3.11
12542,2025-05-12 14:00:00,World Showcase China,World Showcase Norway,Remy's Ratatouille Adventure,Family,19.6,14.5,10.3,1.0,66.9,storm,Flower & Garden,5,park_hopper,9.39,1.13
12916,2025-05-17 11:18:39,World Discovery,World Celebration,,,,,,1.0,70.1,storm,Flower & Garden,3,annual_pass,5.35,2.67
22040,2025-08-11 14:19:36,World Showcase United Kingdom,World Showcase Canada,Test Track,Thrill,57.9,54.3,10.7,3.8,77.2,storm,Food & Wine,1,annual_pass,8.49,3.99
12774,2025-05-13 19:33:42,World Showcase Mexico,World Showcase Norway,Guardians of the Galaxy: Cosmic Rewind,Thrill,66.6,53.4,7.5,1.8,60.0,light_rain,Flower & Garden,2,standard,9.82,2.03
8324,2025-03-17 16:49:14,World Celebration,World Showcase American Adventure,,,,,,1.7,60.2,clear,Flower & Garden,3,standard,4.02,4.3
22061,2025-08-11 17:38:38,World Showcase Morocco,World Showcase Japan,Soarin' Around the World,Family,36.1,38.6,17.2,1.0,77.2,storm,Food & Wine,3,annual_pass,8.83,2.33
17214,2025-06-21 13:04:00,World Showcase Norway,World Showcase Japan,,,,,,5.2,80.1,light_rain,none,4,standard,3.87,4.8
8116,2025-03-16 19:45:54,World Showcase Japan,World Showcase Morocco,,,,,,3.6,79.2,clear,Flower & Garden,3,standard,5.8,3.9
20360,2025-07-20 15:20:17,World Showcase Mexico,World Showcase Canada,,,,,,3.5,92.0,cloudy,none,4,standard,6.56,5.11
24399,2025-09-14 11:37:00,World Nature,Entrance,,,,,,4.5,73.6,storm,Food & Wine,5,standard,4.65,4.23
23294,2025-09-03 11:44:00,World Showcase United Kingdom,World Showcase France,,,,,,1.6,86.7,storm,Food & Wine,5,standard,6.03,2.24
17453,2025-06-22 10:47:00,World Discovery,World Showcase American Adventure,,,,,,2.6,91.5,storm,none,5,standard,8.14,1.35
26491,2025-10-14 15:09:00,Entrance,World Discovery,,,,,,5.9,72.6,cloudy,Food & Wine,3,park_hopper,5.79,2.49
24818,2025-09-19 12:50:53,World Showcase American Adventure,World Showcase Italy,,,,,,4.9,72.1,cloudy,Food & Wine,2,standard,4.91,4.6
13855,2025-05-31 17:17:55,World Nature,World Showcase Canada,,,,,,2.6,68.1,clear,Flower & Garden,2,standard,4.96,3.87
2132,2025-01-25 17:01:30,World Nature,World Celebration,Guardians of the Galaxy: Cosmic Rewind,Thrill,122.8,111.6,12.6,4.9,55.0,cloudy,Festival of the Arts,2,standard,10.0,7.97
11661,2025-05-02 09:34:00,World Nature,Entrance,,,,,,1.3,81.6,clear,Flower & Garden,6,standard,4.27,4.01
4267,2025-02-04 17:22:41,World Nature,World Discovery,,,,,,2.4,66.1,clear,Festival of the Arts,1,annual_pass,5.86,3.82
11843,2025-05-05 10:39:00,World Showcase Germany,World Showcase China,Remy's Ratatouille Adventure,Family,29.6,28.7,17.5,1.0,82.3,storm,Flower & Garden,4,standard,9.17,1.29
1681,2025-01-24 17:07:49,World Nature,World Celebration,,,,,,2.6,58.7,cloudy,Festival of the Arts,5,standard,5.52,1.18
5844,2025-02-16 13:53:59,Entrance,World Nature,,,,,,6.7,74.5,cloudy,Festival of the Arts,6,standard,6.27,4.02
9953,2025-04-13 18:05:35,Entrance,World Nature,,,,,,2.5,82.0,light_rain,Flower & Garden,4,standard,4.5,3.51
3605,2025-02-01 12:31:00,World Nature,Entrance,Remy's Ratatouille Adventure,Family,50.7,42.8,13.6,3.1,64.4,light_rain,Festival of the Arts,6,standard,8.47,1.58
24386,2025-09-14 15:24:45,World Nature,World Showcase Morocco,The Seas with Nemo & Friends,Family,17.3,18.4,7.7,3.1,73.6,storm,Food & Wine,5,standard,8.08,1.69
19385,2025-07-13 17:59:30,World Nature,Entrance,,,,,,2.7,94.9,clear,none,2,annual_pass,7.0,3.95
89,2025-01-17 10:36:00,World Discovery,Entrance,,,,,,2.6,57.0,clear,Festival of the Arts,5,park_hopper,4.46,3.93
